year,week,state,1,11,13,15,17,19,21,23,25,27,29,3,31,33,35,37,39,41,5,7,9
2017,40,63.0,0.0,0.0,6.0,2.0,5.0,0.0,2.0,4.0,14.0,4.0,2.0,12.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0
2017,41,13.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
2017,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,43,35.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0
2017,44,19.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2017,45,26.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
2017,46,30.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0
2017,47,49.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,10.0,1.0,10.0,8.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,0.0
2017,48,75.0,1.0,1.0,8.0,1.0,5.0,1.0,4.0,4.0,3.0,10.0,10.0,7.0,0.0,0.0,2.0,1.0,5.0,3.0,9.0,0.0,0.0
2017,49,111.0,3.0,1.0,8.0,3.0,4.0,3.0,6.0,5.0,31.0,2.0,13.0,10.0,2.0,0.0,4.0,1.0,2.0,0.0,6.0,7.0,0.0
2017,50,127.0,8.0,0.0,5.0,6.0,2.0,4.0,3.0,6.0,12.0,6.0,13.0,20.0,6.0,0.0,4.0,3.0,2.0,3.0,4.0,16.0,4.0
2017,51,307.0,8.0,2.0,18.0,8.0,20.0,9.0,22.0,25.0,33.0,10.0,33.0,43.0,5.0,0.0,8.0,6.0,13.0,5.0,9.0,19.0,11.0
2017,52,471.0,21.0,1.0,24.0,12.0,11.0,29.0,25.0,19.0,77.0,24.0,49.0,73.0,6.0,0.0,9.0,8.0,8.0,13.0,14.0,36.0,12.0
2018,1,697.0,41.0,1.0,33.0,15.0,27.0,21.0,23.0,27.0,98.0,38.0,73.0,114.0,19.0,1.0,14.0,5.0,15.0,16.0,39.0,64.0,13.0
2018,2,1166.0,75.0,2.0,86.0,26.0,114.0,28.0,27.0,46.0,152.0,55.0,98.0,138.0,35.0,3.0,23.0,18.0,57.0,15.0,44.0,113.0,11.0
2018,3,1561.0,111.0,1.0,90.0,29.0,171.0,23.0,38.0,63.0,132.0,114.0,125.0,214.0,48.0,1.0,19.0,14.0,88.0,3.0,91.0,160.0,26.0
2018,4,2582.0,127.0,4.0,225.0,75.0,244.0,13.0,71.0,136.0,300.0,109.0,256.0,311.0,114.0,0.0,35.0,22.0,114.0,10.0,123.0,241.0,52.0
2018,5,3086.0,179.0,12.0,217.0,72.0,303.0,24.0,140.0,142.0,353.0,132.0,246.0,410.0,136.0,0.0,43.0,32.0,174.0,6.0,143.0,276.0,46.0
2018,6,3647.0,183.0,12.0,234.0,64.0,373.0,46.0,131.0,208.0,345.0,163.0,201.0,457.0,366.0,1.0,55.0,32.0,232.0,13.0,151.0,306.0,74.0
2018,7,3897.0,193.0,17.0,283.0,51.0,422.0,41.0,165.0,208.0,291.0,130.0,280.0,545.0,448.0,11.0,47.0,27.0,236.0,12.0,168.0,252.0,70.0
2018,8,2516.0,117.0,9.0,195.0,39.0,180.0,37.0,96.0,143.0,173.0,96.0,178.0,381.0,322.0,8.0,47.0,18.0,172.0,13.0,108.0,140.0,44.0
2018,9,1353.0,59.0,7.0,118.0,19.0,125.0,23.0,37.0,73.0,122.0,58.0,102.0,179.0,149.0,0.0,22.0,14.0,118.0,6.0,47.0,61.0,14.0
2018,10,825.0,41.0,2.0,75.0,7.0,53.0,21.0,36.0,42.0,82.0,31.0,44.0,115.0,89.0,0.0,18.0,11.0,80.0,3.0,13.0,41.0,21.0
2018,11,793.0,39.0,0.0,78.0,9.0,57.0,11.0,23.0,36.0,59.0,23.0,43.0,106.0,62.0,0.0,34.0,14.0,128.0,4.0,16.0,34.0,17.0
2018,12,572.0,34.0,0.0,55.0,2.0,37.0,3.0,14.0,21.0,52.0,13.0,36.0,84.0,47.0,0.0,9.0,2.0,118.0,4.0,7.0,19.0,15.0
2018,13,457.0,34.0,0.0,40.0,4.0,40.0,6.0,12.0,18.0,53.0,12.0,33.0,81.0,48.0,1.0,5.0,7.0,25.0,-1.0,13.0,16.0,10.0
2018,14,425.0,30.0,0.0,55.0,3.0,34.0,6.0,10.0,15.0,25.0,20.0,29.0,71.0,36.0,0.0,7.0,24.0,23.0,2.0,12.0,14.0,9.0
2018,15,383.0,19.0,4.0,49.0,7.0,38.0,6.0,17.0,14.0,28.0,12.0,18.0,59.0,27.0,0.0,10.0,14.0,31.0,1.0,10.0,13.0,6.0
2018,16,207.0,7.0,1.0,16.0,0.0,36.0,3.0,4.0,11.0,21.0,10.0,12.0,36.0,8.0,1.0,5.0,1.0,14.0,1.0,7.0,8.0,5.0
2018,17,188.0,0.0,0.0,5.0,3.0,28.0,7.0,3.0,10.0,13.0,8.0,14.0,26.0,15.0,0.0,5.0,10.0,17.0,3.0,6.0,11.0,4.0
2018,18,119.0,1.0,0.0,5.0,0.0,17.0,9.0,1.0,1.0,11.0,1.0,10.0,14.0,10.0,0.0,4.0,1.0,19.0,-2.0,1.0,12.0,4.0
2018,19,94.0,6.0,0.0,5.0,3.0,10.0,1.0,3.0,6.0,12.0,3.0,7.0,17.0,6.0,0.0,2.0,1.0,5.0,0.0,5.0,1.0,1.0
2018,20,77.0,1.0,1.0,12.0,6.0,9.0,0.0,0.0,3.0,2.0,1.0,0.0,15.0,5.0,0.0,7.0,2.0,11.0,0.0,0.0,1.0,1.0
